id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd00322_c0	L-Isoleucine [c0]	C6H13NO2	0	AGPKZVBTJJNPAG-WHFBIAKZSA-N	CCC(C)C(N)C(=O)O	-84.87	C00407	cpd00322
cpd11466_c0	Myristoyl-ACP [c0]	C25H48N2O8PRS	-2				C05761	cpd11466
cpd11485_c0	3-oxohexadecanoyl-acp [c0]	C27H50N2O9PRS	-2				C05762	cpd11485
cpd00030_e0	Mn2+ [e0]	Mn	2	PWHULOQIROXLJO-UHFFFAOYSA-N	[Mn]		C00034	cpd00030
cpd00030_c0	Mn2+ [c0]	Mn	2	PWHULOQIROXLJO-UHFFFAOYSA-N	[Mn]		C00034	cpd00030
cpd15277_c0	Palmitoyl-ACP [c0]	C27H51N2O8PRS	-2					cpd15277
cpd15327_c0	1-hexadecanoyl-sn-glycerol 3-phosphate [c0]	C19H38O7P	-1			-343.45		cpd15327
cpd11296_c0	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate [c0]	C6H9O6PS	-2	YIEMFVNCENFBSD-XQRVVYSFSA-L	CSCCC(=O)C([O-])=COP(=O)([O-])O	-288.59	C15651	cpd11296
cpd11255_c0	1,2-dihydroxy-3-keto-5-methylthiopentene [c0]	C6H10O3S	0	CILXJJLQPTUUSS-XQRVVYSFSA-N	CSCCC(=O)C(O)=CO	-76.09	C15606	cpd11255
cpd15298_c0	tetradecenoate [c0]	C14H25O2	-1			-45.61		cpd15298
cpd00038_c0	GTP [c0]	C10H13N5O14P3	-3	XKMLYUALXHKNFT-UUOKFMHZSA-K	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2[nH]1	-724.3	C00044	cpd00038
cpd00052_c0	CTP [c0]	C9H13N3O14P3	-3	PCDQPRRSZKQHHS-XVFCMESISA-K	N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C2O)c([O-])n1	-761.38	C00063	cpd00052
cpd00062_c0	UTP [c0]	C9H12N2O15P3	-3	PGAVKCOVUIYSFO-XVFCMESISA-K	O=c1nc([O-])ccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C1O	-813.77	C00075	cpd00062
cpd11462_c0	mRNA [c0]	null	0					cpd11462
cpd00134_c0	Palmitoyl-CoA [c0]	C37H62N7O17P3S	-4	MNBKLUUYKPBKDU-BBECNAHFSA-J	CCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-763.15	C00154	cpd00134
cpd03126_c0	(2E)-Hexadecenoyl-CoA [c0]	C37H60N7O17P3S	-4	JUPAQFRKPHPXLD-MSHHSVQMSA-J	CCCCCCCCCCCCCC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-742.34	C05272	cpd03126
cpd00092_e0	Uracil [e0]	C4H4N2O2	0	ISAKRJDGNUQOIC-UHFFFAOYSA-N	Oc1ccnc(O)n1	-61.07	C00106	cpd00092
cpd04098_c0	Arsenite [c0]	AsH2O3	-1	AQLMHYSWFMLWBS-UHFFFAOYSA-N	[O-][As](O)O		C06697	cpd04098
cpd04098_e0	Arsenite [e0]	AsH2O3	-1	AQLMHYSWFMLWBS-UHFFFAOYSA-N	[O-][As](O)O		C06697	cpd04098
cpd03124_c0	Hexanoyl-CoA [c0]	C27H42N7O17P3S	-4	OEXFMSFODMQEPE-UHFFFAOYSA-J	CCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-779.35	C05270	cpd03124
cpd03125_c0	(2E)-Hexenoyl-CoA [c0]	C27H40N7O17P3S	-4	OINXHIBNZUUIMR-HSRXZYSASA-J	CCCC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-758.54	C05271	cpd03125
cpd03583_c0	D-arabino-6-Phospho-hex-3-ulose [c0]	C6H11O9P	-2	UZYFNQCWJLIAKE-UHFFFAOYSA-L	O=C(C(O)CO)C(O)C(O)COP(=O)([O-])[O-]	-429.92	C06019	cpd03583
cpd00072_c0	D-fructose-6-phosphate [c0]	C6H11O9P	-2	BGWGXPAPYGQALX-ARQDHWQXSA-L	O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O	-431.67	C00085	cpd00072
cpd00037_c0	UDP-N-acetylglucosamine [c0]	C17H25N3O17P2	-2	LFTYTUAZOPRMMI-CFRASDGPSA-L	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1O	-756.9	C00043	cpd00037
cpd11484_c0	HMA [c0]	C25H47N2O9PRS	-1				C04688	cpd11484
cpd02886_c0	UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine [c0]	C31H51N3O19P2	-2	TZSJGZGYQDNRRX-MPLCHSTDSA-L	CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(CO)OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)C1N=C(C)[O-]	-812.95	C04738	cpd02886
cpd00156_e0	L-Valine [e0]	C5H11NO2	0	KZSNJWFQEVHDMF-BYPYZUCNSA-N	CC(C)C(N)C(=O)O	-86.49	C00183	cpd00156
cpd00156_c0	L-Valine [c0]	C5H11NO2	0	KZSNJWFQEVHDMF-BYPYZUCNSA-N	CC(C)C(N)C(=O)O	-86.49	C00183	cpd00156
cpd00842_c0	(S)-3-Hydroxybutyryl-CoA [c0]	C25H38N7O18P3S	-4	QHHKKMYHDBRONY-BEVJUKKNSA-J	CC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-820.63	C01144	cpd00842
cpd01107_c0	Decanoate [c0]	C10H19O2	-1	GHVNFZFCNZKVNT-UHFFFAOYSA-M	CCCCCCCCCC(=O)[O-]	-73.79	C01571	cpd01107
cpd11295_c0	2,3-diketo5-methylthio-1-phosphopentane [c0]	C6H9O6PS	-2	HKEAOVFNWRDVAJ-UHFFFAOYSA-L	CSCCC(=O)C(=O)COP(=O)([O-])[O-]	-298.36	C15650	cpd11295
cpd00448_c0	D-Glyceraldehyde [c0]	C3H6O3	0	MNQZXJOMYWMBOU-VKHMYHEASA-N	O=CC(O)CO	-106.7	C00577	cpd00448
cpd00223_c0	Glycerate [c0]	C3H5O4	-1	RBNPOMFGQQGHHO-UWTATZPHSA-M	O=C([O-])C(O)CO	-159.4	C00258	cpd00223
cpd11470_c0	Octanoyl-ACP [c0]	C19H36N2O8PRS	-2				C05752	cpd11470
cpd11487_c0	3-oxodecanoyl-acp [c0]	C21H38N2O9PRS	-2				C05753	cpd11487
cpd36635_c0	Malonyl-acp-methyl-ester [c0]	C18H30N3O11PR2S	0					cpd36635
cpd22027_c0	3-Ketoglutaryl-ACP-methyl-ester [c0]	C20H32N3O12PR2S	0					cpd22027
cpd00047_c0	Formate [c0]	CHO2	-1	BDAGIHXWWSANSR-UHFFFAOYSA-M	O=C[O-]	-83.9	C00058	cpd00047
cpd00180_e0	Oxalate [e0]	C2O4	-2	MUBZPKHOEPUJKR-UHFFFAOYSA-L	O=C([O-])C(=O)[O-]	-161	C00209	cpd00180
cpd00047_e0	Formate [e0]	CHO2	-1	BDAGIHXWWSANSR-UHFFFAOYSA-M	O=C[O-]	-83.9	C00058	cpd00047
cpd00180_c0	Oxalate [c0]	C2O4	-2	MUBZPKHOEPUJKR-UHFFFAOYSA-L	O=C([O-])C(=O)[O-]	-161	C00209	cpd00180
cpd27180_c0	Glutaryl-ACP-methyl-esters [c0]	C20H34N3O11PR2S	0					cpd27180
cpd22028_c0	3-Ketopimeloyl-ACP-methyl-esters [c0]	C22H36N3O12PR2S	0					cpd22028
cpd00020_e0	Pyruvate [e0]	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd01101_c0	Carbamate [c0]	CH2NO2	-1	KXDHJXZQYSOELW-UHFFFAOYSA-M	NC(=O)[O-]	-95.7	C01563	cpd01101
cpd00858_c0	L-Glutamate5-semialdehyde [c0]	C5H9NO3	0	KABXUUFDPUOJMW-BYPYZUCNSA-N	NC(CCC=O)C(=O)O	-111.43	C01165	cpd00858
cpd02431_c0	1-Pyrroline-5-carboxylate [c0]	C5H6NO2	-1	DWAKNKKXGALPNW-BYPYZUCNSA-M	O=C([O-])C1CCC=N1	-59.27	C03912	cpd02431
cpd00001_e0	H2O [e0]	H2O	0	XLYOFNOQVPJJNP-UHFFFAOYSA-N	O	-56.687	C00001	cpd00001
cpd01414_e0	Tetrathionate [e0]	O6S4	-2	HPQYKCJIWQFJMS-UHFFFAOYSA-L	O=S(=O)([O-])SSS(=O)(=O)[O-]	-241.815	C02084	cpd01414
cpd01414_c0	Tetrathionate [c0]	O6S4	-2	HPQYKCJIWQFJMS-UHFFFAOYSA-L	O=S(=O)([O-])SSS(=O)(=O)[O-]	-241.815	C02084	cpd01414
cpd09027_c0	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate [c0]	C5H5N4O5	-1	WHKYNCPIXMNTRQ-UHFFFAOYSA-M	N=C(O)N=C1N=C(O)NC1(O)C(=O)[O-]	-184.24	C12248	cpd09027
cpd01567_c0	(R)-Allantoin [c0]	C4H5N4O3	-1	POJWUDADGALRAB-PVQJCKRUSA-N	N=C(O)NC1N=C(O)N=C1O	-116.06	C02348	cpd01567
cpd01550_c0	Phosphocreatine [c0]	C4H8N3O5P	-2	DRBBFCLWYRJSJZ-UHFFFAOYSA-L	CN(CC(=O)[O-])C(=N)NP(=O)([O-])O	-262.13	C02305	cpd01550
cpd00585_c0	Creatinine [c0]	C4H7N3O	0	DDRJAANPRJIHGJ-UHFFFAOYSA-N	CN1CC(O)=NC1=N	-6.19	C00791	cpd00585
cpd02074_c0	2-Oxo-6-aminocaproate [c0]	C6H11NO3	0	GWENQMVPLJAMAE-UHFFFAOYSA-N	NCCCCC(=O)C(=O)O	-108.81	C03239	cpd02074
cpd00922_c0	delta1-Piperideine-2-carboxylate [c0]	C6H8NO2	-1	GEJXSVNGWOSZPC-UHFFFAOYSA-M	O=C([O-])C1=NCCCC1	-57.53	C04092	cpd00922
cpd00029_e0	Acetate [e0]	C2H3O2	-1	QTBSBXVTEAMEQO-UHFFFAOYSA-M	CC(=O)[O-]	-88.29	C00033	cpd00029
cpd00029_c0	Acetate [c0]	C2H3O2	-1	QTBSBXVTEAMEQO-UHFFFAOYSA-M	CC(=O)[O-]	-88.29	C00033	cpd00029
cpd02414_c0	L-2-Amino-6-oxopimelate [c0]	C7H10NO5	-1	UKCSFKLWNHUBDY-BYPYZUCNSA-M	NC(CCCC(=O)C(=O)O)C(=O)[O-]	-188.45	C03871	cpd02414
cpd02465_c0	tetrahydrodipicolinate [c0]	C7H7NO4	-2	CXMBCXQHOXUCEO-BYPYZUCNSA-L	O=C([O-])C1=NC(C(=O)[O-])CCC1	-138.97	C03972	cpd02465
cpd08625_c0	5-Hydroxyisourate [c0]	C5H4N4O4	0	LTQYPAVLAYVKTK-UHFFFAOYSA-N	O=C1N=C(O)C2(O)NC(O)=NC2=N1	-139.18	C11821	cpd08625
cpd10516_e0	fe3 [e0]	Fe	3	VTLYFUHAOXGGBS-UHFFFAOYSA-N	[Fe+3]	-1.1	C14819	cpd10516
cpd10516_c0	fe3 [c0]	Fe	3	VTLYFUHAOXGGBS-UHFFFAOYSA-N	[Fe+3]	-1.1	C14819	cpd10516
cpd00200_c0	4MOP [c0]	C6H9O3	-1	BKAJNAXTPSGJCU-UHFFFAOYSA-M	CC(C)CC(=O)C(=O)[O-]	-109.64	C00233	cpd00200
cpd02605_c0	2-isopropyl-3-oxosuccinate [c0]	C7H8O5	-2	HIIZAGQWABAMRR-UHFFFAOYSA-L	CC(C)C(C(=O)[O-])C(=O)C(=O)[O-]	-189.28	C04236	cpd02605
cpd02333_c0	Quinolinate [c0]	C7H3NO4	-2	GJAWHXHKYYXBSV-UHFFFAOYSA-L	O=C([O-])c1cccnc1C(=O)[O-]	-119.77	C03722	cpd02333
cpd02692_c0	2-Amino-3-carboxymuconate semialdehyde [c0]	C7H5NO5	-2	KACPVQQHDVBVFC-OIFXTYEKSA-L	NC(C(=O)[O-])=C(C=CC=O)C(=O)[O-]	-147.03	C04409	cpd02692
cpd00068_c0	ITP [c0]	C10H12N4O14P3	-3	HAEJPQIATWHALX-KQYNXXCUSA-K	O=P([O-])([O-])OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-729.58	C00081	cpd00068
cpd01092_c0	Allantoin [c0]	C4H5N4O3	-1	POJWUDADGALRAB-UHFFFAOYSA-N	N=C(O)NC1N=C(O)N=C1O	-116.06	C01551	cpd01092
cpd01298_c0	Aminoacetone [c0]	C3H8NO	1	BCDGQXUMWHRQCB-UHFFFAOYSA-O	CC(=O)C[NH3+]	-36.68	C01888	cpd01298
cpd02211_c0	L-2-Amino-acetoacetate [c0]	C4H7NO3	0	SAUCHDKDCUROAO-VKHMYHEASA-N	CC(=O)C(N)C(=O)O	-116.32	C03508	cpd02211
cpd00011_e0	CO2 [e0]	CO2	0	CURLTUGMZLYLDI-UHFFFAOYSA-N	O=C=O	-92.26	C00011	cpd00011
cpd00025_c0	H2O2 [c0]	H2O2	0	MHAJPDPJQMAIIY-UHFFFAOYSA-N	OO	-32.05	C00027	cpd00025
cpd00339_c0	5-Aminopentanoate [c0]	C5H11NO2	0	JJMDCOVWQOJGCB-UHFFFAOYSA-N	NCCCCC(=O)O	-82.87	C00431	cpd00339
cpd14545_c0	Iminoglycine [c0]	C2H2NO2	-1	TVMUHOAONWHJBV-UHFFFAOYSA-M	N=CC(=O)[O-]	-95.02	C15809	cpd14545
cpd00040_c0	Glyoxalate [c0]	C2HO3	-1	HHLFWLYXYJOTON-UHFFFAOYSA-M	O=CC(=O)[O-]	-111.04	C00048	cpd00040
cpd03453_e0	Enterobactin [e0]	C30H27N3O15	0	SERBHKJMVBATSJ-BZSNNMDCSA-N	O=C1OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC1N=C(O)c1cccc(O)c1O		C05821	cpd03453
cpd03726_e0	Fe-enterochlin [e0]	C30H27FeN3O15	0	NGILTSZTOFYVBF-UVJOBNTFSA-N	O=C1OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC1N=C(O)c1cccc(O)c1O.[Fe+3]		C06230	cpd03726
cpd00363_e0	Ethanol [e0]	C2H6O	0	LFQSCWFLJHTTHZ-UHFFFAOYSA-N	CCO	-43.44	C00469	cpd00363
cpd00071_e0	Acetaldehyde [e0]	C2H4O	0	IKHGUXGNUITLKF-UHFFFAOYSA-N	CC=O	-33.4	C00084	cpd00071
cpd00221_e0	D-Lactate [e0]	C3H5O3	-1	JVTAAEKCZFNVCJ-UWTATZPHSA-M	CC(O)C(=O)[O-]	-123.17	C00256	cpd00221
cpd00081_e0	Sulfite [e0]	HO3S	-1	LSNNMFCWUKXFEE-UHFFFAOYSA-M	O=S([O-])O	-126.15	C00094	cpd00081
cpd11463_c0	Protein [c0]	C4H5N2O3R2	-1				C00017	cpd11463
cpd00035_c0	L-Alanine [c0]	C3H7NO2	0	QNAYBMKLOCPYGJ-REOHCLBHSA-N	CC(N)C(=O)O	-87.92	C00041	cpd00035
cpd00039_c0	L-Lysine [c0]	C6H15N2O2	1	KDXKERNSBIXSRK-YFKPBYRVSA-O	NC(CCCC[NH3+])C(=O)O	-84.04	C00047	cpd00039
cpd00041_c0	L-Aspartate [c0]	C4H6NO4	-1	CKLJMWTZIZZHCS-REOHCLBHSA-M	NC(CC(=O)[O-])C(=O)O	-165.75	C00049	cpd00041
cpd00051_c0	L-Arginine [c0]	C6H15N4O2	1	ODKSFYDXXFIFQN-BYPYZUCNSA-O	N=C(N)NCCCC([NH3+])C(=O)O	-73.77	C00062	cpd00051
cpd00053_c0	L-Glutamine [c0]	C5H10N2O3	0	ZDXPYRJPNDTMRX-VKHMYHEASA-N	N=C(O)CCC(N)C(=O)O	-121.69	C00064	cpd00053
cpd00054_c0	L-Serine [c0]	C3H7NO3	0	MTCFGRXMJLQNBG-REOHCLBHSA-N	NC(CO)C(=O)O	-124.15	C00065	cpd00054
cpd00065_c0	L-Tryptophan [c0]	C11H12N2O2	0	QIVBCDIJIAJPQS-VIFPVBQESA-N	NC(Cc1c[nH]c2ccccc12)C(=O)O	-25	C00078	cpd00065
cpd00066_c0	L-Phenylalanine [c0]	C9H11NO2	0	COLNVLDHVKWLRT-QMMMGPOBSA-N	NC(Cc1ccccc1)C(=O)O	-51.05	C00079	cpd00066
cpd00069_c0	L-Tyrosine [c0]	C9H11NO3	0	OUYCCCASQSFEME-QMMMGPOBSA-N	NC(Cc1ccc(O)cc1)C(=O)O	-90.53	C00082	cpd00069
cpd00119_c0	L-Histidine [c0]	C6H9N3O2	0	HNDVDQJCIGZPNO-YFKPBYRVSA-N	NC(Cc1cnc[nH]1)C(=O)O	-45.63	C00135	cpd00119
cpd00129_c0	L-Proline [c0]	C5H9NO2	0	ONIBWKKTOPOVIA-BYPYZUCNSA-N	O=C(O)C1CCCN1	-62.54	C00148	cpd00129
cpd00132_c0	L-Asparagine [c0]	C4H8N2O3	0	DCXYFEDJOCDNAF-REOHCLBHSA-N	N=C(O)CC(N)C(=O)O	-123.31	C00152	cpd00132
cpd00161_c0	L-Threonine [c0]	C4H9NO3	0	AYFVYJQAPQTCCC-GBXIJSLDSA-N	CC(O)C(N)C(=O)O	-124.34	C00188	cpd00161
cpd00205_c0	K+ [c0]	K	1	NPYPAHLBTDXSSS-UHFFFAOYSA-N	[K+]		C00238	cpd00205
cpd00099_c0	Cl- [c0]	Cl	-1	VEXZGXHMUGYJMC-UHFFFAOYSA-M	[Cl-]		C00698	cpd00099
cpd00149_c0	Co2+ [c0]	Co	2	XLJKHNWPARRRJB-UHFFFAOYSA-N	[Co+2]		C00175	cpd00149
cpd00058_c0	Cu2+ [c0]	Cu	2	JPVYNHNXODAKFH-UHFFFAOYSA-N	[Cu+2]		C00070	cpd00058
cpd10515_c0	Fe2+ [c0]	Fe	2	CWYNVVGOOAEACU-UHFFFAOYSA-N	[Fe+2]	-18.85	C14818	cpd10515
cpd00034_c0	Zn2+ [c0]	Zn	2	PTFCDOFLOPIGGS-UHFFFAOYSA-N	[Zn+2]		C00038	cpd00034
cpd00016_c0	Pyridoxal phosphate [c0]	C8H8NO6P	-2	NGVDGCNFYWLIFO-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(C=O)c1[O-]	-272	C00018	cpd00016
cpd00220_c0	Riboflavin [c0]	C17H19N4O6	-1	AUNGANRZJHBGPY-SCRDCRAPSA-M	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	-110.72	C00255	cpd00220
cpd00201_c0	10-Formyltetrahydrofolate [c0]	C20H21N7O7	-2	AUFGTPPARQZWDO-YUZLPWPTSA-L	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2	-144.77	C00234	cpd00201
cpd00087_c0	Tetrahydrofolate [c0]	C19H21N7O6	-2	MSTNYGQPCMXVAQ-KIYNQFGBSA-L	N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2	-113.97	C00101	cpd00087
cpd00345_c0	5-Methyltetrahydrofolate [c0]	C20H23N7O6	-2	ZNOVTXRBGFNYRX-UHFFFAOYSA-L	CN1c2c([O-])nc(=N)[nH]c2NCC1CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1	-101.7	C00440	cpd00345
cpd00042_c0	GSH [c0]	C10H16N3O6S	-1	RWSXRVCMGQZWBV-WDSKDSINSA-M	NC(CCC([O-])=NC(CS)C(O)=NCC(=O)O)C(=O)O	-220.954	C00051	cpd00042
cpd00028_c0	Heme [c0]	C34H30FeN4O4	-2	KABFMIBPWCXCRK-RGGAHWMASA-J	C=Cc1c(C)c2cc3[n-]c(cc4nc(cc5nc(cc1[n-]2)c(C)c5CCC(=O)[O-])c(CCC(=O)[O-])c4C)c(C)c3C=C.[Fe+2]		C00032	cpd00028
cpd00557_c0	Siroheme [c0]	C42H36FeN4O16	-8	DLKSSIHHLYNIKN-QIISWYHFSA-D	CC1(CC(=O)[O-])c2cc3nc(cc4[n-]c(cc5[n-]c(cc(n2)C1CCC(=O)[O-])c(CC(=O)[O-])c5CCC(=O)[O-])c(CCC(=O)[O-])c4CC(=O)[O-])C(C)(CC(=O)[O-])C3CCC(=O)[O-].[Fe+2]		C00748	cpd00557
cpd00056_c0	TPP [c0]	C12H17N4O7P2S	-1	AYEKOFBPNLCAJY-UHFFFAOYSA-M	Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-368.32	C00068	cpd00056
cpd00166_c0	Calomide [c0]	C72H102CoN18O17P	2	IHEDCYSDKCCEPU-YGHJOQEPSA-L	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[CH2]C1OC(n2cnc3c(N)ncnc32)C(O)C1O.[Co+5]		C00194	cpd00166
cpd00104_c0	BIOT [c0]	C10H15N2O3S	-1	YBJHBAHKTGYVGT-ZKWXMUAHSA-M	O=C([O-])CCCCC1SCC2N=C(O)NC21	-109.02	C00120	cpd00104
cpd00050_c0	FMN [c0]	C17H18N4O9P	-3	ANKZYBDXHMZBDK-SCRDCRAPSA-K	Cc1cc2nc3c([O-])nc(=O)[nH]c3[n+](CC(O)C(O)C(O)COP(=O)([O-])[O-])c2cc1C	-323.22	C00061	cpd00050
cpd15793_c0	Stearoylcardiolipin (B. subtilis) [c0]	C81H156O17P2	-2			-696.66		cpd15793
cpd15540_c0	Phosphatidylglycerol dioctadecanoyl [c0]	C42H82O10P	-1			-406.42		cpd15540
cpd15533_c0	phosphatidylethanolamine dioctadecanoyl [c0]	C41H82NO8P	0			-334.75		cpd15533
cpd15748_c0	Stearoyllipoteichoic acid (n=24), linked, unsubstituted [c0]	C123H240O135P24	-24			-6868.52		cpd15748
cpd15757_c0	Stearoyllipoteichoic acid (n=24), linked, glucose substituted [c0]	C267H480O255P24	-24			-10672		cpd15757
cpd15766_c0	Stearoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine [c0]	C315H552N24O255P24	-24			-10536.4		cpd15766
cpd15775_c0	Stearoyllipoteichoic acid (n=24), linked, D-alanine substituted [c0]	C195H360N24O159P24	-24			-7596.44		cpd15775
cpd15667_c0	glycerol teichoic acid (n=45), linked, unsubstituted [c0]	C191H359N10O259P46R	-48					cpd15667
cpd15668_c0	glycerol teichoic acid (n=45), linked, D-ala substituted [c0]	C326H584N55O304P46R	-48					cpd15668
cpd15669_c0	glycerol teichoic acid (n=45), linked, glucose substituted [c0]	C461H809N10O484P46R	-48					cpd15669
cpd11459_c0	tcam [c0]	C420H692N30O391P30	-30			-15724.8		cpd11459
cpd02229_c0	Bactoprenyl diphosphate [c0]	C55H90O7P2	-2	NTXGVHCCXVHYCL-NTDVEAECSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-158.28	C04574	cpd02229
cpd15665_c0	Peptidoglycan polymer (n subunits) [c0]	C80H125N16O42R	-4					cpd15665
cpd11416_c0	Biomass [c0]	null	0					cpd11416
cpd12370_c0	apo-ACP [c0]	HOR	0				C03688	cpd12370
cpd01997_c0	Dimethylbenzimidazole [c0]	C9H10N2	0	LJUQGASMPRMWIW-UHFFFAOYSA-N	Cc1cc2nc[nH]c2cc1C	46.86	C03114	cpd01997
cpd03422_c0	Cobinamide [c0]	C48H75CoN11O8	3	VIUBHLZJYZPAMU-JFYQDRLCSA-M	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)O)C(C)(CC(=N)O)C3CCC([NH-])=O)C(C)(C)C2CCC(=N)O.[Co+6]		C05774	cpd03422
cpd15666_c0	Peptidoglycan polymer (n-1 subunits) [c0]	C40H63N8O21R	-2					cpd15666
cpd03049_c0	2-Hydroxyethyl-ThPP [c0]	C14H21N4O8P2S	-1	RRUVJGASJONMDY-UHFFFAOYSA-M	Cc1ncc(C[n+]2c(C(C)O)sc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-405.15	C05125	cpd03049
cpd00196_c0	Acetylphosphate [c0]	C2H3O5P	-2	LIPOUNRJVLNBCD-UHFFFAOYSA-L	CC(=O)OP(=O)([O-])[O-]	-301.65	C00227	cpd00196
cpd00075_e0	Nitrite [e0]	NO2	-1	IOVCWXUNBOPUCH-UHFFFAOYSA-M	O=N[O-]	-8.9	C00088	cpd00075
cpd00075_c0	Nitrite [c0]	NO2	-1	IOVCWXUNBOPUCH-UHFFFAOYSA-M	O=N[O-]	-8.9	C00088	cpd00075
cpd00054_e0	L-Serine [e0]	C3H7NO3	0	MTCFGRXMJLQNBG-REOHCLBHSA-N	NC(CO)C(=O)O	-124.15	C00065	cpd00054
cpd00039_e0	L-Lysine [e0]	C6H15N2O2	1	KDXKERNSBIXSRK-YFKPBYRVSA-O	NC(CCCC[NH3+])C(=O)O	-84.04	C00047	cpd00039
cpd00080_e0	Glycerol-3-phosphate [e0]	C3H7O6P	-2	AWUCVROLDVIAJX-GSVOUGTGSA-L	O=P([O-])([O-])OCC(O)CO	-328.68	C00093	cpd00080
cpd11580_e0	Gly-Gln [e0]	C7H13N3O4	0	PNMUAGGSDZXTHX-BYPYZUCNSA-N	N=C(O)CCC(N=C(O)CN)C(=O)O	-152.27		cpd11580
cpd00006_e0	NADP [e0]	C21H25N7O17P3	-3	XJLXINKUBYWONI-NNYOXOHSSA-K	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1	-742.09	C00006	cpd00006
cpd01400_e0	Phenylalanine [e0]	C9H11NO2	0	COLNVLDHVKWLRT-UHFFFAOYSA-N	NC(Cc1ccccc1)C(=O)O	-51.05	C02057	cpd01400
cpd00438_e0	Deoxyadenosine [e0]	C10H13N5O3	0	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	Nc1ncnc2c1ncn2C1CC(O)C(CO)O1	-5.51	C00559	cpd00438
